run_dir,manifest.run_id,manifest.pipeline,anomaly.detection_delay.detected,anomaly.detection_delay.mean,anomaly.detection_delay.median,anomaly.detection_delay.missed,anomaly.false_alarm_rate_per_1000,anomaly.test.f1,anomaly.test.precision,anomaly.test.recall,anomaly.threshold,anomaly.threshold_free.average_precision,anomaly.threshold_free.roc_auc,anomaly.threshold_free.vus_pr,anomaly.threshold_free.vus_roc,anomaly.validation.f1,anomaly.validation.precision,anomaly.validation.recall,forecast.channelwise_crps,forecast.diagnostics.active_components_1pct,forecast.diagnostics.component_mean_weights,forecast.diagnostics.effective_components,forecast.diagnostics.entropy_max,forecast.diagnostics.entropy_mean,forecast.diagnostics.entropy_min,forecast.diagnostics.mean_pairwise_distance,forecast.diagnostics.normalized_entropy_mean,forecast.diagnostics.std.max,forecast.diagnostics.std.mean,forecast.diagnostics.std.median,forecast.diagnostics.std.min,forecast.diagnostics.std.p05,forecast.diagnostics.std.p95,forecast.energy_score,forecast.interval_coverage_90,forecast.mae,forecast.nll,forecast.rmse,manifest.dataset,manifest.notes,manifest.seed,regime.adjusted_rand_index,regime.confusion,regime.false_switch_rate_per_1000,regime.label_mapping.0,regime.label_mapping.1
runs\smd_smoke\smd-baseline-smoke,smd-baseline-smoke,smd-baseline,6,6.666666666666667,3.5,0,1.5527950310559007,0.4083716722003778,0.8275862068965517,0.27106397351719735,771.9441580252848,0.43315569328689213,0.8035945356403431,0.42443592661220103,0.8323303123413882,1.0,1.0,1.0,4.679472763879711,1,[1.0],1.0,-0.0,0.0,-0.0,0.0,0.0,1.528612091739769,0.363730498586471,0.1809767748602461,0.001,0.001,1.3804529606429006,133.2402503056231,0.9157317506364336,4.72285785234341,9322966489335.184,702.4511083475031,smd,Tiny SMD seasonal-naive smoke run on one machine,201,1.0,[[3556]],0.0,0,
runs\smd_smoke\smd-joint-smoke,smd-joint-smoke,smd-joint,6,2.5,2.0,0,20.80745341614907,0.40108312696584475,0.2678613475761213,0.7979427468928075,154.06880251475923,0.5098674158274595,0.8804264640638865,0.5830509214332561,0.8976691468824897,1.0,1.0,1.0,17.34184011227074,2,"[0.495019342914214, 0.5049806570857862]",1.9999007730404634,0.6931471805599093,0.6495445496098368,0.39406412236415156,2.1099835607115667,0.9370947005585667,1.6302906274795532,0.7341224749191962,0.7328200936317444,0.17264820635318756,0.41611430048942566,1.044837087392807,446.1499339553531,0.8268382570599727,17.508760739616985,361125040.6788496,3042.7524985028426,smd,Tiny SMD joint-model smoke run on one machine,202,0.0,[[3556]],0.0,,0
