run_dir,manifest.run_id,manifest.pipeline,anomaly.detection_delay.detected,anomaly.detection_delay.mean,anomaly.detection_delay.median,anomaly.detection_delay.missed,anomaly.false_alarm_rate_per_1000,anomaly.test.f1,anomaly.test.precision,anomaly.test.recall,anomaly.threshold,anomaly.threshold_free.average_precision,anomaly.threshold_free.roc_auc,anomaly.threshold_free.vus_pr,anomaly.threshold_free.vus_roc,anomaly.validation.f1,anomaly.validation.precision,anomaly.validation.recall,forecast.channelwise_crps,forecast.diagnostics.active_components_1pct,forecast.diagnostics.component_mean_weights,forecast.diagnostics.effective_components,forecast.diagnostics.entropy_max,forecast.diagnostics.entropy_mean,forecast.diagnostics.entropy_min,forecast.diagnostics.mean_pairwise_distance,forecast.diagnostics.normalized_entropy_mean,forecast.diagnostics.std.max,forecast.diagnostics.std.mean,forecast.diagnostics.std.median,forecast.diagnostics.std.min,forecast.diagnostics.std.p05,forecast.diagnostics.std.p95,forecast.energy_score,forecast.interval_coverage_90,forecast.mae,forecast.nll,forecast.rmse,manifest.dataset,manifest.notes,manifest.seed,regime.adjusted_rand_index,regime.confusion,regime.false_switch_rate_per_1000,regime.label_mapping.0
runs\smd_headline\smd-baseline-headline,smd-baseline-headline,smd-baseline,5,90.4,100.0,23,0.2795951462282615,0.028971314307445564,0.7619047619047619,0.014766402269604044,586431890.412661,0.2963979342205155,0.7737128732457061,0.27354970080463337,0.7237112274946659,1.0,1.0,1.0,3.9570506720316665,1,[1.0],1.0,-0.0,0.0,-0.0,0.0,0.0,1.4337827245224462,0.5788418195128976,0.6712845688531291,0.001,0.001,1.340937641331352,117.43617802786727,0.9627052548014652,3.926941668217286,20968672290123.125,1051.9972333976996,smd,SMD seasonal-naive benchmark over selected machines,301,1.0,[[18895]],0.0,0
runs\smd_headline\smd-joint-headline,smd-joint-headline,smd-joint,6,44.333333333333336,52.5,22,0.05591902924565229,0.0462923184453504,0.9444444444444444,0.02372766978809699,58306.68222400938,0.3593934156271966,0.8653460934811452,0.25725298865334073,0.8104571881635614,1.0,1.0,1.0,8.684826780511441,3,"[0.6079933975520018, 0.07122751012348597, 0.32077909232451746]",2.352393015315562,1.0985434062381563,0.5872778356985908,0.18534830938996605,2.428746377979454,0.5345633229813681,2.930622100830078,0.6497723563504499,0.5687073469161987,0.0033409809693694115,0.013409885484725237,1.609356164932251,222.9952610565108,0.8502249272294258,8.780824775458852,193566318.70261237,2189.303792575418,smd,SMD joint regime-aware MDN-LSTM benchmark over selected machines,302,0.0,[[18895]],0.0,0
