run_dir,manifest.run_id,manifest.pipeline,anomaly.detection_delay.detected,anomaly.detection_delay.mean,anomaly.detection_delay.median,anomaly.detection_delay.missed,anomaly.false_alarm_rate_per_1000,anomaly.test.f1,anomaly.test.precision,anomaly.test.recall,anomaly.threshold,anomaly.threshold_free.average_precision,anomaly.threshold_free.roc_auc,anomaly.threshold_free.vus_pr,anomaly.threshold_free.vus_roc,anomaly.threshold_strategy,anomaly.validation.f1,anomaly.validation.precision,anomaly.validation.recall,forecast.channelwise_crps,forecast.diagnostics.active_components_1pct,forecast.diagnostics.component_mean_weights,forecast.diagnostics.effective_components,forecast.diagnostics.entropy_max,forecast.diagnostics.entropy_mean,forecast.diagnostics.entropy_min,forecast.diagnostics.mean_pairwise_distance,forecast.diagnostics.normalized_entropy_mean,forecast.diagnostics.std.max,forecast.diagnostics.std.mean,forecast.diagnostics.std.median,forecast.diagnostics.std.min,forecast.diagnostics.std.p05,forecast.diagnostics.std.p95,forecast.energy_score,forecast.interval_coverage_90,forecast.mae,forecast.nll,forecast.rmse,manifest.dataset,manifest.notes,manifest.seed,regime.adjusted_rand_index,regime.confusion,regime.false_switch_rate_per_1000,regime.label_mapping.0,regime.label_mapping.1
runs\smd_full_calibrated_gpu\smd-joint-full-calibrated-gpu,smd-joint-full-calibrated-gpu,smd-joint,225,2.2755555555555556,0.0,85,13.215416013487532,0.2289405622972296,0.1473884807990107,0.5125310926573426,12.494368279676921,0.09684635247050262,0.7005019972642007,0.17822055427510963,0.709679021577481,validation_quantile_99,0.0,0.0,0.0,11.203949617109567,3,"[0.16432971957785636, 0.06632311152439584, 0.7693471688977436]",1.970804030200813,1.0984707128971611,0.588115192502773,0.3221033439248999,3.528507692423574,0.5353255179912177,4.1761627197265625,0.8223938488374382,0.59837806224823,0.0016301738796755672,0.00565213558729738,2.630556476116179,387.64565080563517,0.8810768446829026,11.302566284086758,587478987.5283743,2220.053084019002,smd,GPU SMD joint benchmark over all 28 machines with channel-max scoring and q99 validation threshold,402,0.0,[[176416]],0.0,,0
runs\smd_full_calibrated_gpu\smd-mdn-full-calibrated-gpu,smd-mdn-full-calibrated-gpu,smd-mdn,222,2.0720720720720722,0.0,88,12.30441598390961,0.2310457969737082,0.14998367833340534,0.5027903989389538,13.653712048364827,0.10628540380589621,0.7254089807956133,0.17927841418899468,0.7242450910167311,validation_quantile_99,0.0,0.0,0.0,11.209889172689548,3,"[0.2383375552566429, 0.6967262083326591, 0.0649362364106901]",2.162189500542732,1.0986086582040235,0.6959233494246236,0.44856203351093393,3.2260826533483713,0.6334567313718278,4.69010066986084,0.824631229229616,0.6360137760639191,0.0017279754392802715,0.006073336000554264,2.6699607372283936,387.6879335620598,0.8857334517933688,11.313483803779015,12401150086.773933,2220.0531901234017,smd,GPU SMD non-regime MDN-LSTM benchmark over all 28 machines with channel-max scoring and q99 validation threshold,502,1.0,[[176416]],0.0,0,
