run_dir,manifest.run_id,manifest.pipeline,anomaly.detection_delay.detected,anomaly.detection_delay.mean,anomaly.detection_delay.median,anomaly.detection_delay.missed,anomaly.false_alarm_rate_per_1000,anomaly.persistence_count,anomaly.persistence_window,anomaly.test.f1,anomaly.test.precision,anomaly.test.recall,anomaly.threshold.0,anomaly.threshold.1,anomaly.threshold.10,anomaly.threshold.11,anomaly.threshold.12,anomaly.threshold.13,anomaly.threshold.14,anomaly.threshold.15,anomaly.threshold.16,anomaly.threshold.17,anomaly.threshold.18,anomaly.threshold.19,anomaly.threshold.2,anomaly.threshold.20,anomaly.threshold.21,anomaly.threshold.22,anomaly.threshold.23,anomaly.threshold.24,anomaly.threshold.25,anomaly.threshold.26,anomaly.threshold.27,anomaly.threshold.3,anomaly.threshold.4,anomaly.threshold.5,anomaly.threshold.6,anomaly.threshold.7,anomaly.threshold.8,anomaly.threshold.9,anomaly.threshold_free.average_precision,anomaly.threshold_free.roc_auc,anomaly.threshold_free.vus_pr,anomaly.threshold_free.vus_roc,anomaly.threshold_strategy,anomaly.validation.f1,anomaly.validation.precision,anomaly.validation.recall,forecast.channelwise_crps,forecast.diagnostics.active_components_1pct,forecast.diagnostics.component_mean_weights,forecast.diagnostics.effective_components,forecast.diagnostics.entropy_max,forecast.diagnostics.entropy_mean,forecast.diagnostics.entropy_min,forecast.diagnostics.mean_pairwise_distance,forecast.diagnostics.normalized_entropy_mean,forecast.diagnostics.std.max,forecast.diagnostics.std.mean,forecast.diagnostics.std.median,forecast.diagnostics.std.min,forecast.diagnostics.std.p05,forecast.diagnostics.std.p95,forecast.energy_score,forecast.interval_coverage_90,forecast.mae,forecast.nll,forecast.rmse,manifest.dataset,manifest.notes,manifest.seed,regime.adjusted_rand_index,regime.confusion,regime.false_switch_rate_per_1000,regime.label_mapping.1
runs\smd_joint_full_per_machine_threshold_gpu\smd-joint-full-machine-threshold-q98-w5-c2-gpu,smd-joint-full-machine-threshold-q98-w5-c2-gpu,smd-joint,176,4.090909090909091,0.0,134,7.05137685231743,2,5,0.1364082759320906,0.0800483814315195,0.46095226487269636,6.238386115536597,30.286446842138655,7.550136004082422,7.008741265419915,9.861198366714504,6.725914428403726,10.84086324333113,9.364418407791549,12.048594353213522,7.093507909442243,5.169237130692124,7.310871897813298,11.431506291226723,11.436016800412217,8.9760212874242,7.681761867605915,6.2601434144372226,6.360874597720653,10.511343950343399,12.054620197919526,6.726882496119794,7.762919842621391,5.936227907333305,11.109612283254576,5.9116800865180705,6.671082695076151,8.838915905697498,11.299478260099468,0.09684635247050262,0.7005019972642007,0.17822055427510963,0.709679021577481,per_machine_validation_quantile_98,0.0,0.0,0.0,11.203949617109567,3,"[0.16432971957785636, 0.06632311152439584, 0.7693471688977436]",1.970804030200813,1.0984707128971611,0.588115192502773,0.3221033439248999,3.528507692423574,0.5353255179912177,4.1761627197265625,0.8223938488374382,0.59837806224823,0.0016301738796755672,0.00565213558729738,2.630556476116179,387.64565080563517,0.8810768446829026,11.302566284086758,587478987.5283743,2220.053084019002,smd,GPU SMD joint benchmark over all 28 machines with per-machine q98 validation thresholds and 2-of-5 persistence filtering,402,0.0,[[176416]],0.0,0
